customerID;gender;SeniorCitizen;Partner;Dependents;tenure;Cuenta_Corriente;Multiple_CC;Forma_Pago;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;Atencion_Telf;Atencion_personal;Contract;Correspondencia;MonthlyCharges;TotalCharges;Churn;Letra
5150-ITWWB;Male;1;No;No;3;Yes;Yes;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;94.85;335.75;No;D
1345-ZUKID;Male;0;No;No;14;Yes;No;WIRE;No;No;No;No;No;No;One year;No;19.35;324.8;No;B
9281-OFDMF;Male;1;No;No;39;Yes;Yes;P2P;No;Yes;No;No;No;Yes;Month-to-month;No;90.7;3413.25;No;D
1834-WULEG;Male;0;Yes;Yes;24;Yes;No;WIRE;No;No;No;No;No;No;One year;No;20.25;439.75;No;B
5148-ORICT;Female;0;Yes;No;64;Yes;No;P2C;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;74.35;4759.55;No;D
4578-PHJYZ;Male;0;Yes;Yes;52;Yes;No;P2C;No;Yes;Yes;Yes;Yes;No;One year;Yes;68.75;3482.85;No;B
8908-SLFCJ;Female;0;No;No;21;Yes;No;WIRE;No;No;No;No;No;No;Two year;Yes;20.85;435.25;No;D
9766-HGEDE;Female;0;Yes;No;17;Yes;No;WIRE;No;No;No;No;No;No;One year;No;19.35;307;No;B
7395-IGJOS;Male;1;Yes;No;17;Yes;No;P2P;No;No;No;No;No;Yes;Month-to-month;No;81.5;1329.2;Yes;D
1814-WFGVS;Male;0;Yes;Yes;72;No;No;P2C;Yes;No;Yes;Yes;Yes;No;Two year;No;48.9;3527;No;B
3721-WKIIL;Female;0;No;No;27;Yes;No;WIRE;No;No;No;No;No;No;Two year;Yes;19.6;561.15;No;D
1265-ZFOSD;Female;0;Yes;No;64;Yes;Yes;P2C;Yes;Yes;Yes;Yes;No;Yes;Two year;Yes;81.3;5129.3;No;B
7890-VYYWG;Male;1;Yes;No;3;No;No;P2C;No;No;No;No;Yes;No;Month-to-month;Yes;36.45;93.7;Yes;D
9907-SWKKF;Female;1;No;No;1;No;No;P2C;No;No;No;No;No;No;Month-to-month;No;25.05;25.05;Yes;B
7682-AZNDK;Male;0;Yes;Yes;34;Yes;No;P2P;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;89.85;3091.75;No;D
5384-ZTTWP;Female;0;Yes;Yes;15;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;19.8;272.95;No;B
7636-OWBPG;Male;1;No;No;12;No;No;P2C;No;Yes;No;No;No;No;Month-to-month;Yes;29.35;381.2;No;D
1407-DIGZV;Female;0;Yes;Yes;3;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;19.1;52;No;B
0570-BFQHT;Female;0;No;No;9;Yes;No;P2P;No;Yes;Yes;No;No;No;Month-to-month;No;80.55;653.9;No;D
3523-QRQLL;Female;0;Yes;Yes;22;Yes;No;P2C;No;Yes;No;No;Yes;Yes;One year;Yes;69.5;1498.2;Yes;B
3696-DFHHB;Female;0;No;No;68;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;No;25.5;1821.8;No;D
4717-GHADL;Female;0;No;No;50;Yes;Yes;P2C;No;Yes;No;Yes;Yes;Yes;Two year;Yes;79.6;4024.2;No;B
5879-HMFFH;Female;0;Yes;No;72;Yes;Yes;P2C;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;88.05;6520.8;No;D
3810-DVDQQ;Female;0;Yes;Yes;72;Yes;Yes;P2P;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;117.6;8308.9;No;B
3694-GLTJM;Female;0;No;No;5;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;Yes;19.65;92.05;No;D
8149-RSOUN;Female;0;No;No;1;Yes;Yes;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;93.85;93.85;Yes;B
4359-INNWN;Female;0;No;No;17;Yes;No;WIRE;No;No;No;No;No;No;One year;No;20.05;337.9;No;D
4032-RMHCI;Female;0;Yes;Yes;41;No;No;P2C;Yes;No;Yes;No;No;No;One year;No;35.4;1412.4;No;B
3481-JHUZH;Male;0;Yes;No;41;Yes;Yes;P2P;No;Yes;No;No;No;No;Month-to-month;Yes;80.25;3439;No;D
3594-IVHJZ;Female;0;No;No;2;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;Yes;20.45;42.45;No;B
3896-ZVNET;Female;0;Yes;Yes;24;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;No;24.7;571.75;No;D
5960-MVTUK;Male;0;No;No;3;No;No;P2C;No;No;No;Yes;No;No;Month-to-month;Yes;29.75;96.85;No;B
3082-VQXNH;Male;0;Yes;No;3;No;No;P2C;No;Yes;No;No;No;No;Month-to-month;No;29.8;94.4;No;D
4931-TRZWN;Female;0;No;No;13;Yes;No;P2C;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;71.95;923.85;No;B
7669-LCRSD;Male;0;Yes;Yes;12;Yes;No;P2C;No;No;No;No;Yes;No;Month-to-month;Yes;56.3;628.65;No;D
5519-NPHVG;Female;0;No;No;12;Yes;Yes;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;94.2;1046.1;Yes;B
9938-EKRGF;Female;0;No;No;15;Yes;No;P2C;Yes;Yes;Yes;Yes;Yes;Yes;Month-to-month;No;84.45;1287.85;No;D
0928-JMXNP;Male;1;Yes;No;4;No;No;P2C;No;No;Yes;No;No;No;Month-to-month;Yes;29.9;118.25;No;B
4825-XJGDM;Female;0;No;No;61;No;No;P2C;Yes;Yes;Yes;Yes;No;No;One year;No;43.7;2696.55;No;D
6734-JDTTV;Male;0;Yes;Yes;65;Yes;No;WIRE;No;No;No;No;No;No;Two year;Yes;19.85;1267.05;No;B
3890-RTCMS;Male;0;No;No;16;Yes;No;P2C;No;No;No;Yes;No;No;Month-to-month;Yes;49.45;799;No;D
3148-BLQJT;Male;0;No;No;1;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;20.1;20.1;Yes;B
3665-JATSN;Female;0;No;No;19;No;No;P2C;No;Yes;No;No;No;Yes;Month-to-month;Yes;39.7;710.05;No;D
0461-CVKMU;Female;0;Yes;Yes;23;Yes;No;P2P;No;Yes;Yes;Yes;No;No;Month-to-month;No;83.8;1900.25;Yes;B
8853-TZDGH;Female;0;No;No;72;Yes;Yes;P2P;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;111.6;8012.75;No;D
4324-BZCKL;Female;0;Yes;Yes;10;Yes;No;P2C;No;Yes;Yes;No;No;No;Month-to-month;Yes;55.55;551.3;No;B
9710-ZUSHQ;Female;1;No;No;37;Yes;Yes;P2P;Yes;Yes;No;No;Yes;Yes;Month-to-month;Yes;106.75;4056.75;Yes;D
8123-QBNAZ;Female;0;Yes;Yes;36;Yes;Yes;P2P;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;104.5;3684.95;No;B
4827-LTQRJ;Female;1;Yes;Yes;66;Yes;Yes;P2P;Yes;Yes;No;Yes;Yes;Yes;One year;Yes;110.6;7210.85;No;D
5482-VXSXJ;Male;0;No;No;22;Yes;No;P2P;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;93.2;2157.3;No;B
9620-ENEJV;Female;0;No;No;6;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;No;70.55;433.95;No;D
2378-YIZKA;Female;0;Yes;Yes;68;Yes;No;P2C;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;85;5607.75;No;B
0689-DSXGL;Female;0;Yes;Yes;52;Yes;No;P2P;No;Yes;Yes;Yes;No;No;Month-to-month;No;85.8;4433.3;No;D
9722-UJOJR;Male;0;Yes;Yes;29;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;Yes;70.75;1974.8;Yes;B
8902-ZEOVF;Male;0;Yes;Yes;47;Yes;No;WIRE;No;No;No;No;No;No;One year;No;20.05;951.55;No;D
2662-NNTDK;Male;0;No;No;65;Yes;Yes;WIRE;No;No;No;No;No;No;One year;No;24.8;1600.95;No;B
3902-FOIGH;Male;1;Yes;No;12;Yes;Yes;P2P;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;101.35;1218.55;Yes;D
7112-OPOTK;Male;0;No;No;33;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;No;68.25;2171.15;Yes;B
1245-HARPS;Female;0;Yes;No;14;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;20.4;292.4;No;D
4323-ELYYB;Male;0;Yes;Yes;13;Yes;No;WIRE;No;No;No;No;No;No;One year;No;20;218.55;No;B
6064-PUPMC;Male;0;Yes;Yes;23;Yes;No;P2C;Yes;No;No;Yes;No;No;One year;No;57.2;1423.35;No;D
6322-PJJDJ;Male;0;Yes;No;49;Yes;No;P2P;No;Yes;No;No;Yes;Yes;Two year;Yes;94.8;4690.65;No;B
1085-LDWAM;Female;0;Yes;Yes;69;Yes;No;WIRE;No;No;No;No;No;No;One year;Yes;20.35;1442.65;No;D
7197-VOJMM;Male;0;Yes;No;67;Yes;No;P2C;Yes;Yes;No;Yes;No;Yes;Two year;Yes;69.2;4671.65;No;B
5828-AVIPD;Male;0;Yes;Yes;19;Yes;Yes;P2P;No;No;No;Yes;Yes;Yes;One year;Yes;100.95;1875.55;Yes;D
9626-VFRGG;Female;0;No;Yes;41;Yes;Yes;P2P;No;Yes;No;No;Yes;No;Month-to-month;Yes;88.5;3645.05;No;B
9143-CANJF;Female;0;Yes;Yes;24;Yes;No;P2C;Yes;No;No;Yes;No;No;Month-to-month;No;55.15;1319.85;No;D
2041-JIJCI;Female;0;No;No;5;Yes;Yes;P2C;No;Yes;No;No;No;Yes;Month-to-month;Yes;64;370.25;No;B
4900-MSOMT;Female;0;Yes;Yes;72;Yes;Yes;P2C;Yes;Yes;Yes;Yes;Yes;No;Two year;No;80.2;5714.2;No;D
9194-GFVOI;Female;0;Yes;No;42;Yes;Yes;P2C;Yes;No;Yes;Yes;Yes;Yes;Two year;No;84.35;3571.6;No;B
4282-MSACW;Male;0;No;No;68;Yes;Yes;P2P;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;117.2;8035.95;No;D
2636-ALXXZ;Female;1;No;No;1;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;Yes;69.6;69.6;Yes;B
7786-WBJYI;Female;0;No;No;4;Yes;Yes;P2P;No;Yes;No;No;No;No;Month-to-month;No;77.95;305.55;Yes;D
5144-TVGLP;Male;1;No;No;38;Yes;Yes;P2P;No;No;No;No;Yes;Yes;Month-to-month;No;94.75;3653;No;B
0253-ZTEOB;Female;0;Yes;Yes;48;Yes;Yes;P2C;No;Yes;No;Yes;Yes;Yes;Two year;No;79.65;3870.3;No;D
6061-PQHMK;Female;0;No;No;25;Yes;No;WIRE;No;No;No;No;No;No;One year;No;19.9;527.5;No;B
6137-MFAJN;Female;0;No;No;48;No;No;P2C;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;44.8;2104.55;No;D
4232-JGKIY;Male;0;No;No;1;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;19.2;19.2;No;B
9659-ZTWSM;Male;1;Yes;No;66;Yes;Yes;P2P;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;107.35;7051.95;No;D
6685-GBWJZ;Male;0;Yes;No;63;Yes;No;P2C;Yes;Yes;No;Yes;Yes;No;One year;No;70.8;4448.8;No;B
3866-MDTUB;Female;0;No;No;2;Yes;No;P2C;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;70.75;146.9;Yes;D
3913-RDSJZ;Female;0;Yes;No;64;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;No;25.55;1714.95;No;B
4203-QGNZA;Female;0;No;Yes;28;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;20.25;535.35;No;D
0697-ZMSWS;Male;0;No;No;4;Yes;Yes;P2P;No;No;No;No;No;Yes;Month-to-month;Yes;85.65;338.9;Yes;B
9494-BDNNC;Male;0;Yes;No;66;Yes;Yes;P2P;No;Yes;Yes;No;No;Yes;One year;No;95.3;6273.4;No;D
5366-OBVMR;Female;0;Yes;No;18;Yes;No;P2C;No;No;No;Yes;No;No;Month-to-month;Yes;50.3;908.75;No;B
7644-OMVMY;Male;0;Yes;Yes;0;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;19.85; ;No;D
4573-JKNAE;Male;0;No;Yes;12;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;19.35;212.3;No;B
9817-APLHW;Male;0;No;No;12;Yes;Yes;WIRE;No;No;No;No;No;No;Month-to-month;No;25;316.2;No;D
0840-DFEZH;Female;0;No;No;7;Yes;Yes;P2P;No;No;No;No;No;No;Month-to-month;Yes;75.35;564.65;No;B
8690-ZVLCL;Female;0;Yes;Yes;68;Yes;Yes;P2C;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;88;6161.9;No;D
1125-SNVCK;Female;1;No;No;49;Yes;No;P2C;No;No;No;No;No;No;Month-to-month;No;43.8;2106.05;No;B
4616-EWBNJ;Female;0;No;No;16;Yes;No;WIRE;No;No;No;No;No;No;One year;No;20.1;318.6;No;D
1335-HQMKX;Female;0;Yes;No;72;Yes;Yes;P2P;No;Yes;Yes;No;Yes;Yes;One year;Yes;101.35;7323.15;No;B
6923-AQONU;Male;0;Yes;Yes;23;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;20.9;454;No;D
0897-FEGMU;Female;0;Yes;No;11;Yes;Yes;P2P;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;99.5;1056.95;Yes;B
1120-BMWUB;Female;0;No;No;16;Yes;No;P2C;No;Yes;No;Yes;No;No;Month-to-month;Yes;53.9;834.15;Yes;D
4536-PLEQY;Male;0;Yes;No;12;Yes;No;P2P;No;Yes;No;No;No;Yes;Month-to-month;Yes;85.05;999.8;No;B
8871-JLMHM;Female;0;Yes;No;68;Yes;Yes;P2P;No;Yes;Yes;Yes;No;No;Two year;No;90.2;6297.65;No;D
3891-PUQOD;Female;0;No;Yes;1;Yes;No;P2C;No;No;Yes;No;No;Yes;Month-to-month;No;59.2;59.2;Yes;B
3623-FQBOX;Male;0;No;No;21;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;Yes;19.95;416.4;No;D
8659-HDIYE;Female;1;No;No;64;Yes;Yes;P2C;No;Yes;Yes;Yes;No;Yes;Month-to-month;No;74.65;4869.35;No;B
3474-BAFSJ;Male;0;Yes;No;57;No;No;P2C;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;57.5;3265.95;No;D
3865-ZFZIB;Male;0;No;No;19;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;19.65;358.15;No;B
7109-CQYUZ;Male;0;No;No;52;Yes;Yes;P2C;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;89.25;4652.4;No;D
4680-KUTAJ;Female;1;No;No;11;Yes;Yes;P2C;Yes;No;No;No;No;No;Month-to-month;Yes;55.6;580.8;No;B
4946-EDSEW;Female;0;Yes;Yes;11;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;Yes;19.25;180.3;Yes;D
2516-VQRRV;Female;1;No;No;2;Yes;Yes;P2P;No;No;No;No;No;No;Month-to-month;Yes;75.45;158.4;Yes;B
3642-BYHDO;Female;0;Yes;Yes;71;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;19.9;1389.35;No;D
2696-RZVZW;Male;0;Yes;No;68;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;No;25.05;1629.2;No;B
0396-HUJBP;Female;0;No;No;2;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;19.3;44.4;No;D
8879-ZKJOF;Female;0;No;No;41;Yes;No;P2C;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;79.85;3320.75;No;B
8185-UPYBR;Male;0;Yes;No;6;Yes;Yes;P2P;No;No;No;No;No;No;Month-to-month;Yes;75.5;438;Yes;D
7526-BEZQB;Male;0;No;No;12;Yes;Yes;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;96.05;1148.1;Yes;B
3530-CRZSB;Female;0;No;No;7;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;20.65;155.9;No;D
9617-INGJY;Male;0;No;No;1;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;Yes;70.6;70.6;No;B
7234-KMNRQ;Male;0;No;No;4;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;19;73.45;No;D
4683-WYDOU;Male;0;Yes;No;62;Yes;Yes;P2P;No;No;Yes;Yes;Yes;Yes;Two year;Yes;107.6;6912.7;No;B
6794-HKIAJ;Male;0;No;No;62;Yes;Yes;P2P;Yes;Yes;Yes;No;No;No;Month-to-month;No;90.7;5586.45;No;D
1642-HMARX;Female;0;Yes;No;68;Yes;Yes;P2C;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;91.7;6424.7;No;B
8434-PNQZX;Female;0;No;No;42;Yes;Yes;P2C;No;No;Yes;Yes;Yes;Yes;Two year;Yes;78.45;3373.4;No;D
4299-OPXEJ;Female;0;No;No;56;Yes;No;WIRE;No;No;No;No;No;No;Two year;Yes;19.55;1080.55;No;B
9618-LFJRU;Female;0;No;No;4;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;20.45;82.85;No;D
0744-GKNGE;Female;0;Yes;Yes;64;Yes;Yes;P2P;Yes;No;No;Yes;No;No;Month-to-month;Yes;86.8;5327.25;No;B
1167-OYZJF;Female;1;Yes;No;67;Yes;No;WIRE;No;No;No;No;No;No;Two year;Yes;20.05;1263.05;No;D
4806-DXQCE;Female;1;Yes;No;70;Yes;Yes;P2P;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;113.65;7714.65;No;B
7056-IMHCC;Male;1;Yes;No;53;Yes;Yes;P2P;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;101.9;5549.4;Yes;D
5294-DMSFH;Female;0;Yes;Yes;29;Yes;No;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;87.8;2621.75;No;B
1625-JAIIY;Female;0;Yes;Yes;68;Yes;Yes;P2P;No;No;No;No;Yes;No;One year;Yes;83;5685.8;Yes;D
3272-VUHPV;Female;0;Yes;Yes;8;Yes;No;P2C;No;Yes;No;Yes;No;No;Month-to-month;No;56.3;401.5;No;B
1063-DHQJF;Male;0;Yes;Yes;69;Yes;No;P2P;No;Yes;No;Yes;Yes;No;Two year;Yes;92.15;6480.9;No;D
6719-FGEDO;Female;0;Yes;No;72;Yes;Yes;P2P;Yes;Yes;Yes;Yes;No;No;Two year;Yes;97;7104.2;No;B
2947-DOMLJ;Male;0;No;Yes;1;Yes;No;P2C;Yes;No;No;No;No;No;Month-to-month;No;50.6;50.6;Yes;D
0369-ZGOVK;Female;0;Yes;Yes;28;Yes;No;P2P;No;No;No;No;No;No;One year;Yes;70.4;1992.2;No;B
9919-KNPOO;Female;0;Yes;No;21;Yes;Yes;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;94.3;1948.35;No;D
7872-BAAZR;Female;0;Yes;Yes;53;Yes;No;WIRE;No;No;No;No;No;No;One year;No;19.55;1007.9;No;B
2430-USGXP;Male;0;Yes;No;24;Yes;Yes;P2P;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;101.05;2391.8;Yes;D
1698-XFZCI;Male;0;No;No;61;Yes;Yes;P2P;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;107.75;6521.9;No;B
4450-DLLMH;Male;0;No;No;2;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;Yes;71.3;157.75;No;D
2746-DIJLO;Female;0;No;No;41;Yes;Yes;P2C;No;Yes;No;No;No;No;One year;Yes;56.3;2364;No;B
0917-EZOLA;Male;1;Yes;No;72;Yes;Yes;P2P;No;Yes;Yes;No;Yes;Yes;Two year;Yes;104.15;7689.95;Yes;D
4086-ATNFV;Female;0;Yes;Yes;34;Yes;No;P2C;Yes;Yes;Yes;No;No;No;One year;Yes;60.8;2042.05;No;B
5996-NRVXR;Male;1;Yes;No;40;Yes;No;P2P;Yes;Yes;Yes;Yes;Yes;No;One year;Yes;98.15;4116.8;No;D
7047-FWEYA;Female;0;Yes;No;46;Yes;Yes;P2P;No;Yes;No;Yes;Yes;Yes;One year;Yes;103.15;4594.65;No;B
9762-YAQAA;Male;0;No;No;39;Yes;Yes;P2P;No;Yes;No;No;No;No;One year;No;81.4;3213.75;No;D
5473-KHBPS;Female;0;Yes;Yes;52;Yes;Yes;P2P;No;Yes;Yes;No;Yes;No;One year;Yes;95.7;4976.15;No;B
5397-TUPSH;Male;1;Yes;No;65;Yes;No;P2P;No;No;No;No;No;No;One year;Yes;70.95;4555.2;No;D
0326-VDYXE;Female;0;Yes;No;70;Yes;Yes;P2P;No;No;Yes;No;Yes;Yes;One year;Yes;97.65;6982.5;No;B
7274-RTAPZ;Male;0;No;No;1;Yes;No;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;90.55;90.55;Yes;D
8566-YPRGL;Female;0;No;No;1;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;Yes;19.5;19.5;No;B
6609-MXJHJ;Female;0;Yes;Yes;30;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;Yes;25.1;789.55;No;D
8400-WZICQ;Female;0;Yes;Yes;55;Yes;No;P2C;Yes;Yes;No;No;No;No;Month-to-month;No;55.7;3131.8;No;B
9576-SYUHJ;Male;0;No;No;37;Yes;Yes;P2P;Yes;No;No;No;Yes;No;Month-to-month;Yes;91.15;3369.25;No;D
2831-EBWRN;Male;0;No;No;4;Yes;No;P2C;No;No;No;No;No;No;Month-to-month;Yes;45.9;199.75;No;B
8414-MYSHR;Male;1;No;No;5;Yes;No;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;91.4;449.75;Yes;D
9402-ORRAH;Female;1;No;No;15;Yes;No;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;91.5;1400.3;No;B
1293-HHSHJ;Female;0;No;No;35;Yes;No;WIRE;No;No;No;No;No;No;One year;No;21.1;741;No;D
7599-FKVXZ;Male;0;Yes;No;42;Yes;Yes;P2P;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;106.15;4512.7;Yes;B
8610-ZIKJJ;Female;0;Yes;Yes;2;Yes;No;WIRE;No;No;No;No;No;No;One year;No;20.3;31.9;No;D
7801-KICAO;Female;0;No;No;18;Yes;Yes;P2P;No;No;No;No;No;No;Month-to-month;Yes;74.15;1345.75;No;B
8229-TNIQA;Female;0;No;No;4;Yes;No;P2C;No;No;No;No;No;No;Month-to-month;Yes;45.3;196.95;Yes;D
7339-POGZN;Female;0;No;No;4;Yes;Yes;P2C;No;No;No;No;No;No;Month-to-month;No;50.7;214.55;No;B
4465-VDKIQ;Female;0;No;No;18;Yes;No;P2P;No;Yes;Yes;No;No;No;Month-to-month;No;77.8;1358.6;No;D
6221-AVQYL;Male;0;No;No;2;Yes;Yes;P2P;No;No;No;No;No;No;Month-to-month;Yes;73.25;131.05;Yes;B
9257-AZMTZ;Female;0;Yes;Yes;52;Yes;No;WIRE;No;No;No;No;No;No;Two year;No;20.1;1078.75;No;D
0975-UYDTX;Female;0;Yes;No;26;Yes;Yes;P2C;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;90.1;2312.55;No;B
4682-BLBUC;Male;0;Yes;No;44;Yes;No;P2C;No;Yes;Yes;Yes;Yes;No;One year;Yes;70.95;3250.45;No;D
5968-VXZLG;Male;0;No;No;2;Yes;No;P2C;No;No;No;No;No;No;Month-to-month;Yes;46.6;87.9;No;B
4988-IQIGL;Male;1;No;No;1;Yes;Yes;P2P;No;No;No;No;No;No;Month-to-month;Yes;75.35;75.35;Yes;D
9799-CAYJJ;Female;1;Yes;No;2;Yes;No;P2P;No;No;No;No;No;No;Month-to-month;Yes;69.3;153.8;No;B
0426-TIRNE;Female;0;No;No;1;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;20.9;20.9;Yes;D
8295-KMENE;Female;0;Yes;Yes;59;Yes;Yes;P2C;Yes;No;Yes;Yes;Yes;No;Two year;Yes;76.45;4519.5;No;B
9821-BESNZ;Male;0;No;No;66;Yes;Yes;P2P;No;Yes;No;Yes;Yes;Yes;One year;Yes;104.25;6860.6;No;D
1335-NTIUC;Male;0;No;No;9;No;No;P2C;No;No;No;No;No;No;Month-to-month;Yes;24.95;190.25;No;B
4558-CGYCZ;Male;0;No;No;4;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;19.75;78.3;No;D
8710-YGLWG;Male;0;No;No;1;Yes;No;P2C;No;No;No;No;No;No;Month-to-month;Yes;44.9;44.9;No;B
3785-KTYSH;Male;0;No;No;53;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;No;24.6;1279;No;D
4063-EIKNQ;Male;0;Yes;Yes;11;Yes;No;WIRE;No;No;No;No;No;No;Month-to-month;No;20.95;267.35;No;B
5206-HPJKM;Male;0;No;No;17;Yes;No;P2C;Yes;Yes;No;No;No;No;Month-to-month;Yes;55.5;934.15;No;D
0748-RDGGM;Male;0;Yes;No;70;Yes;No;P2P;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;109.5;7534.65;Yes;B
5019-GQVCR;Male;1;No;No;43;Yes;Yes;P2P;No;No;No;No;Yes;No;Month-to-month;Yes;84.85;3645.6;No;D
2550-AEVRU;Female;0;Yes;Yes;57;Yes;No;P2C;Yes;Yes;No;No;No;No;One year;No;53.45;3053;No;B
0378-CJKPV;Female;0;Yes;No;72;Yes;Yes;P2P;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;112.1;7965.95;No;D
5889-JTMUL;Female;1;Yes;No;50;Yes;Yes;P2P;No;Yes;Yes;No;Yes;No;Month-to-month;Yes;95.05;4888.7;Yes;B
3746-EUBYR;Male;0;Yes;No;1;Yes;Yes;P2P;No;No;No;No;No;No;Month-to-month;Yes;74.6;74.6;Yes;D
2880-FPNAE;Male;1;Yes;No;2;Yes;No;P2P;No;No;Yes;No;No;No;Month-to-month;Yes;74.2;140.1;No;B
4311-QTTAI;Female;0;No;No;16;Yes;No;WIRE;No;No;No;No;No;No;One year;No;19.35;295.55;No;D
4318-RAJVY;Female;0;No;No;10;Yes;No;WIRE;No;No;No;No;No;No;One year;Yes;19.8;198.25;No;B
3612-YUNGG;Male;0;Yes;Yes;64;Yes;Yes;P2P;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;109.2;6741.15;No;D
5062-CJJKH;Male;0;Yes;Yes;25;Yes;No;P2C;No;Yes;Yes;No;No;No;One year;No;53.65;1355.45;No;B
2219-MVUSO;Male;0;No;No;8;Yes;No;P2C;No;No;No;No;No;No;Month-to-month;Yes;45.15;438.4;Yes;D
1530-ZTDOZ;Female;0;Yes;No;49;No;No;P2C;Yes;No;No;No;Yes;No;Month-to-month;No;40.65;2070.75;No;B
0853-TWRVK;Male;0;Yes;No;72;Yes;Yes;P2P;Yes;Yes;Yes;Yes;No;Yes;Two year;No;105.6;7581.5;No;D
6212-ATMLK;Female;0;No;No;50;Yes;Yes;P2P;No;No;No;No;Yes;Yes;Month-to-month;Yes;95.7;4729.75;No;B
1568-BEKZM;Male;1;Yes;No;70;Yes;Yes;P2C;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;90.05;6333.4;No;D
6897-RWMUB;Male;0;Yes;Yes;61;Yes;No;P2C;Yes;Yes;Yes;Yes;No;No;Two year;Yes;68.05;4158.25;No;B
7594-RQHXR;Female;0;No;Yes;1;Yes;No;P2P;No;No;No;No;No;Yes;Month-to-month;Yes;79.6;79.6;Yes;D
6134-KWTBV;Male;0;No;No;62;Yes;Yes;WIRE;No;No;No;No;No;No;Two year;No;23.4;1429.65;No;B
